82, 11:37:35.574960
82, 11:37:36.547762
83, 11:37:37.571561
83, 11:37:38.546566
83, 11:37:39.570240
83, 11:37:40.545448
81, 11:37:41.569157
81, 11:37:42.544020
80, 11:37:43.567917
80, 11:37:44.542846
80, 11:37:45.566493
80, 11:37:46.539694
81, 11:37:47.565587
82, 11:37:48.540824
84, 11:37:49.565372
85, 11:37:50.889282
86, 11:37:51.889024
87, 11:37:52.884003
88, 11:37:53.881844
90, 11:37:54.879191
91, 11:37:55.876898
94, 11:37:56.874893
96, 11:37:57.873105
97, 11:37:58.869349
99, 11:37:59.866952
100, 11:38:00.864775
101, 11:38:01.862179
101, 11:38:02.859528
100, 11:38:03.857539
99, 11:38:04.854220
97, 11:38:06.351208
96, 11:38:06.849261
94, 11:38:07.847005
93, 11:38:08.844228
91, 11:38:09.841870
91, 11:38:10.839561
90, 11:38:11.837144
88, 11:38:12.834096
87, 11:38:13.832043
85, 11:38:14.829699
85, 11:38:15.826908
85, 11:38:16.824279
85, 11:38:18.322144
85, 11:38:18.820787
85, 11:38:19.817958
85, 11:38:20.814352
85, 11:38:21.811999
85, 11:38:22.809706
84, 11:38:23.807434
84, 11:38:24.804358
83, 11:38:25.802079
83, 11:38:26.799747
83, 11:38:27.797077
83, 11:38:28.794725
83, 11:38:29.798873
83, 11:38:30.787283
82, 11:38:31.797204
82, 11:38:33.283528
81, 11:38:33.782172
82, 11:38:34.779849
82, 11:38:35.777525
81, 11:38:36.774316
82, 11:38:37.772195
81, 11:38:38.769890
81, 11:38:39.767288
81, 11:38:40.766306
81, 11:38:41.777042
81, 11:38:43.259765
81, 11:38:43.757468
82, 11:38:45.253542
82, 11:38:45.752064
83, 11:38:46.749941
84, 11:38:47.747590
85, 11:38:49.243675
84, 11:38:49.742344
83, 11:38:50.739967
82, 11:38:51.737319
82, 11:38:52.735040
83, 11:38:53.732390
83, 11:38:55.228665
83, 11:38:56.226157
83, 11:38:56.724918
84, 11:38:57.722503
84, 11:38:58.720128
84, 11:38:59.717819
84, 11:39:00.714651
84, 11:39:01.712566
84, 11:39:02.710125
84, 11:39:03.716260
84, 11:39:04.705076
84, 11:39:05.702450
84, 11:39:06.700209
85, 11:39:07.698007
87, 11:39:08.695171
88, 11:39:09.692498
90, 11:39:10.690311
91, 11:39:11.688002
92, 11:39:13.183908
95, 11:39:13.682574
98, 11:39:14.680750
99, 11:39:15.677912
100, 11:39:16.675202
102, 11:39:17.672642
103, 11:39:18.670254
104, 11:39:19.667821
104, 11:39:20.665400
105, 11:39:21.662610
105, 11:39:23.158826
106, 11:39:23.658048
107, 11:39:24.655094
108, 11:39:25.664850
108, 11:39:26.650462
109, 11:39:27.647839
109, 11:39:28.645295
109, 11:39:29.643276
109, 11:39:30.640415
110, 11:39:31.638217
110, 11:39:32.635531
110, 11:39:33.632598
110, 11:39:34.630734
111, 11:39:36.126987
112, 11:39:36.625354
113, 11:39:37.622845
114, 11:39:38.621288
115, 11:39:39.617963
116, 11:39:40.615782
116, 11:39:41.612999
116, 11:39:43.109781
117, 11:39:43.608273
117, 11:39:44.606057
117, 11:39:46.101870
118, 11:39:46.600619
118, 11:39:47.619485
118, 11:39:48.595522
119, 11:39:49.592996
118, 11:39:50.590721
118, 11:39:51.588096
118, 11:39:52.585670
118, 11:39:53.582944
118, 11:39:54.580752
118, 11:39:55.578410
118, 11:39:56.575612
118, 11:39:57.573465
118, 11:39:58.568463
118, 11:39:59.568917
119, 11:40:00.565799
120, 11:40:01.563098
121, 11:40:02.560780
121, 11:40:03.558263
122, 11:40:04.555894
122, 11:40:05.553250
122, 11:40:06.550714
123, 11:40:09.049176
123, 11:40:09.055826
123, 11:40:09.543186
122, 11:40:10.540906
121, 11:40:11.538571
119, 11:40:13.034906
117, 11:40:15.531089
116, 11:40:15.537853
115, 11:40:16.027614
115, 11:40:17.024609
114, 11:40:18.022404
115, 11:40:19.518499
115, 11:40:20.022896
116, 11:40:21.014717
116, 11:40:22.012558
117, 11:40:23.009637
116, 11:40:24.007308
116, 11:40:25.004843
113, 11:40:26.002227
110, 11:40:27.498652
109, 11:40:27.997268
107, 11:40:29.995102
106, 11:40:30.001688
106, 11:40:30.987298
106, 11:40:31.987148
106, 11:40:32.984951
106, 11:40:33.982361
106, 11:40:35.478662
106, 11:40:35.977255
106, 11:40:36.974987
107, 11:40:37.972269
107, 11:40:39.468611
108, 11:40:40.967509
108, 11:40:40.974954
109, 11:40:41.962887
109, 11:40:42.961206
108, 11:40:43.957317
108, 11:40:44.954927
105, 11:40:45.952529
104, 11:40:47.448809
103, 11:40:47.947869
103, 11:40:48.945035
103, 11:40:49.942276
103, 11:40:50.940231
104, 11:40:52.436394
105, 11:40:52.934969
105, 11:40:53.946180
105, 11:40:54.930214
104, 11:40:55.927529
102, 11:40:57.423536
101, 11:40:57.922702
99, 11:40:58.919908
98, 11:40:59.917600
97, 11:41:00.915338
97, 11:41:01.912436
97, 11:41:02.910295
97, 11:41:03.907995
98, 11:41:04.905003
99, 11:41:06.401517
100, 11:41:07.399170
100, 11:41:07.897506
99, 11:41:08.895329
98, 11:41:10.391631
98, 11:41:11.389292
98, 11:41:11.887982
